Genus,Family,Useful Life Expectency Value,Year Planted,Located in,count
Cupressus,Cupressaceae,20,1998,Park,2
Cupressus,Cupressaceae,30,1900,Park,2
Cupressus,Cupressaceae,30,1998,Park,11
Cupressus,Cupressaceae,60,1900,Park,21
Cupressus,Cupressaceae,60,1998,Park,23
Cupressus,Cupressaceae,60,2000,Park,2
Cupressus,Cupressaceae,80,2006,Park,1
Dracaena,Asparagaceae,80,1900,Park,5
Elaeocarpus,Elaeocarpaceae,80,2005,Park,2
Erythrina,Leguminosae,30,1998,Park,2
Erythrina,Leguminosae,60,1998,Park,2
Eucalyptus,Myrtaceae,1,1900,Park,1
Eucalyptus,Myrtaceae,1,1998,Park,1
Eucalyptus,Myrtaceae,1,1999,Park,13
Eucalyptus,Myrtaceae,1,1999,Street,3
Eucalyptus,Myrtaceae,1,2006,Park,2
Eucalyptus,Myrtaceae,1,2008,Street,5
Eucalyptus,Myrtaceae,1,2010,Park,2
Eucalyptus,Myrtaceae,1,2010,Street,3
Eucalyptus,Myrtaceae,10,1900,Park,9
Eucalyptus,Myrtaceae,10,1997,Street,1
Eucalyptus,Myrtaceae,10,1998,Park,12
Eucalyptus,Myrtaceae,10,1999,Park,91
Eucalyptus,Myrtaceae,10,1999,Street,5
Eucalyptus,Myrtaceae,10,2006,Park,9
Eucalyptus,Myrtaceae,10,2006,Street,4
Eucalyptus,Myrtaceae,10,2007,Park,1
Eucalyptus,Myrtaceae,10,2007,Street,2
Eucalyptus,Myrtaceae,10,2008,Park,2
Eucalyptus,Myrtaceae,10,2008,Street,7
Eucalyptus,Myrtaceae,10,2009,Park,6
Eucalyptus,Myrtaceae,10,2009,Street,2
Eucalyptus,Myrtaceae,10,2010,Park,1
Eucalyptus,Myrtaceae,10,2010,Street,5
Eucalyptus,Myrtaceae,20,1900,Park,15
Eucalyptus,Myrtaceae,20,1900,Street,4
Eucalyptus,Myrtaceae,20,1997,Street,3
Eucalyptus,Myrtaceae,20,1998,Park,30
Eucalyptus,Myrtaceae,20,1999,Park,131
Eucalyptus,Myrtaceae,20,1999,Street,9
Eucalyptus,Myrtaceae,20,2000,Park,1
Eucalyptus,Myrtaceae,20,2000,Street,2
Eucalyptus,Myrtaceae,20,2005,Street,2
Eucalyptus,Myrtaceae,20,2006,Park,2
Eucalyptus,Myrtaceae,20,2006,Street,9
Eucalyptus,Myrtaceae,20,2007,Street,2
Eucalyptus,Myrtaceae,20,2008,Park,2
Eucalyptus,Myrtaceae,20,2008,Street,8
Eucalyptus,Myrtaceae,20,2009,Park,7
Eucalyptus,Myrtaceae,20,2009,Street,1
Eucalyptus,Myrtaceae,20,2010,Street,15
Eucalyptus,Myrtaceae,30,1900,Park,16
Eucalyptus,Myrtaceae,30,1900,Street,17
Eucalyptus,Myrtaceae,30,1997,Street,17
Eucalyptus,Myrtaceae,30,1998,Park,43
Eucalyptus,Myrtaceae,30,1999,Park,182
Eucalyptus,Myrtaceae,30,1999,Street,12
Eucalyptus,Myrtaceae,30,2000,Park,2
Eucalyptus,Myrtaceae,30,2000,Street,10
Eucalyptus,Myrtaceae,30,2005,Street,1
Eucalyptus,Myrtaceae,30,2006,Park,3
Eucalyptus,Myrtaceae,30,2006,Street,15
Eucalyptus,Myrtaceae,30,2007,Street,1
Eucalyptus,Myrtaceae,30,2008,Park,3
Eucalyptus,Myrtaceae,30,2008,Street,20
Eucalyptus,Myrtaceae,30,2009,Park,21
Eucalyptus,Myrtaceae,30,2009,Street,3
Eucalyptus,Myrtaceae,30,2010,Park,1
Eucalyptus,Myrtaceae,30,2010,Street,3
Eucalyptus,Myrtaceae,5,1900,Park,9
Eucalyptus,Myrtaceae,5,1998,Park,4
Eucalyptus,Myrtaceae,5,1999,Park,46
Eucalyptus,Myrtaceae,5,1999,Street,7
Eucalyptus,Myrtaceae,5,2000,Street,1
Eucalyptus,Myrtaceae,5,2005,Park,1
Eucalyptus,Myrtaceae,5,2006,Park,1
Eucalyptus,Myrtaceae,5,2007,Street,1
Eucalyptus,Myrtaceae,5,2008,Street,4
Eucalyptus,Myrtaceae,5,2009,Park,4
Eucalyptus,Myrtaceae,5,2009,Street,1
Eucalyptus,Myrtaceae,5,2010,Park,2
Eucalyptus,Myrtaceae,5,2010,Street,2
Eucalyptus,Myrtaceae,60,1900,Park,59
Eucalyptus,Myrtaceae,60,1900,Street,26
Eucalyptus,Myrtaceae,60,1997,Park,1
Eucalyptus,Myrtaceae,60,1997,Street,18
Eucalyptus,Myrtaceae,60,1998,Park,134
Eucalyptus,Myrtaceae,60,1999,Park,231
Eucalyptus,Myrtaceae,60,1999,Street,11
Eucalyptus,Myrtaceae,60,2000,Park,24
Eucalyptus,Myrtaceae,60,2000,Street,34
Eucalyptus,Myrtaceae,60,2005,Park,1
Eucalyptus,Myrtaceae,60,2006,Park,39
Eucalyptus,Myrtaceae,60,2006,Street,104
Eucalyptus,Myrtaceae,60,2007,Park,3
Eucalyptus,Myrtaceae,60,2007,Street,66
Eucalyptus,Myrtaceae,60,2008,Park,23
Eucalyptus,Myrtaceae,60,2008,Street,79
Eucalyptus,Myrtaceae,60,2009,Park,55
Eucalyptus,Myrtaceae,60,2009,Street,35
Eucalyptus,Myrtaceae,60,2010,Park,18
Eucalyptus,Myrtaceae,60,2010,Street,21
Eucalyptus,Myrtaceae,80,1900,Park,28
Eucalyptus,Myrtaceae,80,1900,Street,2
Eucalyptus,Myrtaceae,80,1997,Street,3
Eucalyptus,Myrtaceae,80,1998,Park,40
Eucalyptus,Myrtaceae,80,1999,Park,72
Eucalyptus,Myrtaceae,80,1999,Street,20
Eucalyptus,Myrtaceae,80,2000,Park,39
Eucalyptus,Myrtaceae,80,2000,Street,6
Eucalyptus,Myrtaceae,80,2005,Park,3
Eucalyptus,Myrtaceae,80,2006,Park,40
Eucalyptus,Myrtaceae,80,2006,Street,82
Eucalyptus,Myrtaceae,80,2007,Park,12
Eucalyptus,Myrtaceae,80,2007,Street,26
Eucalyptus,Myrtaceae,80,2008,Park,57
Eucalyptus,Myrtaceae,80,2008,Street,83
Eucalyptus,Myrtaceae,80,2009,Park,50
Eucalyptus,Myrtaceae,80,2009,Street,27
Eucalyptus,Myrtaceae,80,2010,Park,97
Eucalyptus,Myrtaceae,80,2010,Street,112
Fagus,Fagaceae,30,1998,Park,1
Fagus,Fagaceae,60,1998,Park,1
Fagus,Fagaceae,60,2000,Park,1
Ficus,Moraceae,1,1998,Park,1
Ficus,Moraceae,1,2000,Street,1
Ficus,Moraceae,10,1900,Park,1
Ficus,Moraceae,10,1997,Park,4
Ficus,Moraceae,10,1997,Street,2
Ficus,Moraceae,10,1998,Park,39
Ficus,Moraceae,10,1998,Street,1
Ficus,Moraceae,10,1999,Park,1
Ficus,Moraceae,10,2009,Park,6
Ficus,Moraceae,10,2009,Street,2
Ficus,Moraceae,20,1900,Park,5
Ficus,Moraceae,20,1997,Park,9
Ficus,Moraceae,20,1998,Park,39
Ficus,Moraceae,20,1998,Street,1
Ficus,Moraceae,20,1999,Park,1
Ficus,Moraceae,20,2000,Park,1
Ficus,Moraceae,20,2000,Street,1
Ficus,Moraceae,20,2006,Park,1
Ficus,Moraceae,20,2009,Park,7
Ficus,Moraceae,20,2009,Street,8
Ficus,Moraceae,30,1900,Park,1
Ficus,Moraceae,30,1900,Street,3
Ficus,Moraceae,30,1997,Park,8
Ficus,Moraceae,30,1997,Street,1
Ficus,Moraceae,30,1998,Park,76
Ficus,Moraceae,30,1999,Park,2
Ficus,Moraceae,30,1999,Street,1
Ficus,Moraceae,30,2000,Street,8
Ficus,Moraceae,30,2006,Park,1
Ficus,Moraceae,30,2008,Street,1
Ficus,Moraceae,30,2009,Park,31
Ficus,Moraceae,30,2009,Street,62
Ficus,Moraceae,5,1997,Park,1
Ficus,Moraceae,5,1998,Park,18
Ficus,Moraceae,60,1900,Park,5
Ficus,Moraceae,60,1900,Street,4
Ficus,Moraceae,60,1997,Park,14
Ficus,Moraceae,60,1998,Park,146
Ficus,Moraceae,60,1998,Street,1
Ficus,Moraceae,60,1999,Park,8
Ficus,Moraceae,60,1999,Street,7
Ficus,Moraceae,60,2000,Park,2
Ficus,Moraceae,60,2000,Street,3
Ficus,Moraceae,60,2006,Park,1
Ficus,Moraceae,60,2007,Park,2
Ficus,Moraceae,60,2007,Street,2
Ficus,Moraceae,60,2008,Park,2
Ficus,Moraceae,60,2008,Street,4
Ficus,Moraceae,60,2009,Park,9
Ficus,Moraceae,60,2009,Street,16
Ficus,Moraceae,60,2010,Park,11
Ficus,Moraceae,60,2010,Street,36
Ficus,Moraceae,80,1900,Park,3
Ficus,Moraceae,80,1997,Street,1
Ficus,Moraceae,80,1999,Park,1
Ficus,Moraceae,80,2000,Park,1
Ficus,Moraceae,80,2005,Park,1
Ficus,Moraceae,80,2006,Park,45
Ficus,Moraceae,80,2006,Street,3
Ficus,Moraceae,80,2007,Park,1
Ficus,Moraceae,80,2008,Park,5
Ficus,Moraceae,80,2009,Park,11
Ficus,Moraceae,80,2009,Street,10
Ficus,Moraceae,80,2010,Park,12
Firmiana,Malvaceae,20,1900,Park,1
Flindersia,Rutaceae,60,1900,Park,1
Flindersia,Rutaceae,60,2009,Street,1
Flindersia,Rutaceae,80,2010,Park,1
Fraxinus,Oleaceae,1,1900,Street,1
Fraxinus,Oleaceae,10,1900,Park,8
Fraxinus,Oleaceae,10,1900,Street,3
Fraxinus,Oleaceae,10,1997,Street,6
Fraxinus,Oleaceae,10,1998,Park,6
Fraxinus,Oleaceae,10,1999,Park,1
Fraxinus,Oleaceae,10,2007,Park,1
Fraxinus,Oleaceae,20,1900,Park,17
Fraxinus,Oleaceae,20,1900,Street,5
Fraxinus,Oleaceae,20,1997,Park,1
Fraxinus,Oleaceae,20,1997,Street,8
Fraxinus,Oleaceae,20,1998,Park,8
Fraxinus,Oleaceae,20,2008,Street,1
Fraxinus,Oleaceae,20,2009,Street,1
Fraxinus,Oleaceae,30,1900,Park,6
Fraxinus,Oleaceae,30,1900,Street,2
Fraxinus,Oleaceae,30,1997,Street,29
Fraxinus,Oleaceae,30,1998,Park,12
Fraxinus,Oleaceae,30,1999,Park,1
Fraxinus,Oleaceae,30,2000,Street,3
Fraxinus,Oleaceae,30,2008,Street,2
Fraxinus,Oleaceae,5,1900,Park,3
Fraxinus,Oleaceae,5,1900,Street,1
Fraxinus,Oleaceae,5,1997,Street,3
Fraxinus,Oleaceae,5,1998,Park,4
Fraxinus,Oleaceae,5,1999,Park,1
Fraxinus,Oleaceae,5,2008,Street,1
Fraxinus,Oleaceae,60,1900,Park,1
Fraxinus,Oleaceae,60,1997,Street,4
Fraxinus,Oleaceae,60,1998,Park,13
Fraxinus,Oleaceae,60,1999,Park,1
Fraxinus,Oleaceae,60,2000,Street,1
Fraxinus,Oleaceae,60,2009,Street,3
Garrya,Garryaceae,20,2000,Park,1
Geijera,Rutaceae,1,2006,Park,1
Ginkgo,Ginkgoaceae,1,2006,Street,1
Ginkgo,Ginkgoaceae,10,1900,Park,1
Ginkgo,Ginkgoaceae,10,1900,Street,1
Ginkgo,Ginkgoaceae,10,1997,Street,1
Ginkgo,Ginkgoaceae,10,2006,Street,5
Ginkgo,Ginkgoaceae,10,2007,Street,1
Ginkgo,Ginkgoaceae,20,1900,Street,1
Ginkgo,Ginkgoaceae,20,1997,Street,4
Ginkgo,Ginkgoaceae,20,2006,Street,1
Ginkgo,Ginkgoaceae,20,2008,Street,1
Ginkgo,Ginkgoaceae,30,1900,Street,1
Ginkgo,Ginkgoaceae,30,1997,Street,1
Ginkgo,Ginkgoaceae,30,2008,Street,1
Ginkgo,Ginkgoaceae,5,2006,Street,2
Ginkgo,Ginkgoaceae,60,1900,Street,14
Ginkgo,Ginkgoaceae,60,1997,Street,20
Ginkgo,Ginkgoaceae,60,1998,Park,2
Ginkgo,Ginkgoaceae,60,2000,Street,1
Ginkgo,Ginkgoaceae,60,2006,Park,1
Ginkgo,Ginkgoaceae,60,2006,Street,16
Ginkgo,Ginkgoaceae,60,2007,Street,9
Ginkgo,Ginkgoaceae,60,2008,Street,4
Ginkgo,Ginkgoaceae,60,2009,Street,1
Ginkgo,Ginkgoaceae,80,1900,Park,2
Ginkgo,Ginkgoaceae,80,2006,Park,1
Ginkgo,Ginkgoaceae,80,2007,Park,1
Ginkgo,Ginkgoaceae,80,2008,Park,1
Ginkgo,Ginkgoaceae,80,2010,Park,2
Gleditsia,Fabaceae,10,1900,Park,1
Gleditsia,Fabaceae,10,1900,Street,3
Gleditsia,Fabaceae,20,1900,Park,2
Gleditsia,Fabaceae,20,1900,Street,15
Gleditsia,Fabaceae,20,1998,Park,1
Gleditsia,Fabaceae,20,1999,Park,1
Gleditsia,Fabaceae,30,1900,Park,1
Gleditsia,Fabaceae,30,1900,Street,72
Gleditsia,Fabaceae,30,1998,Park,1
Gleditsia,Fabaceae,30,1999,Park,3
Gleditsia,Fabaceae,30,2007,Street,1
Gleditsia,Fabaceae,5,1900,Park,1
Gleditsia,Fabaceae,5,1900,Street,1
Gleditsia,Fabaceae,60,1900,Park,6
Gleditsia,Fabaceae,60,1900,Street,9
Gleditsia,Fabaceae,60,1998,Park,1
Gleditsia,Fabaceae,60,2000,Park,1
Gleditsia,Fabaceae,60,2008,Street,1
Glochidion,Phyllanthaceae,20,1998,Park,1
Grevillea,Proteaceae,10,1900,Park,1
Grevillea,Proteaceae,10,1998,Park,4
Grevillea,Proteaceae,10,1998,Street,5
Grevillea,Proteaceae,20,1900,Park,8
Grevillea,Proteaceae,20,1998,Park,24
Grevillea,Proteaceae,20,1998,Street,8
Grevillea,Proteaceae,20,1999,Park,2
Grevillea,Proteaceae,20,2000,Park,1
Grevillea,Proteaceae,30,1997,Street,1
Grevillea,Proteaceae,30,1998,Park,12
Grevillea,Proteaceae,30,1998,Street,8
Grevillea,Proteaceae,30,2007,Park,1
Grevillea,Proteaceae,30,2008,Street,1
Grevillea,Proteaceae,5,1998,Street,1
Grevillea,Proteaceae,5,1999,Park,1
Grevillea,Proteaceae,60,1900,Park,1
Grevillea,Proteaceae,60,1900,Street,1
Grevillea,Proteaceae,60,1998,Park,2
Grevillea,Proteaceae,60,1998,Street,3
Grevillea,Proteaceae,60,1999,Park,1
Grevillea,Proteaceae,80,1900,Park,2
Grevillea,Proteaceae,80,2006,Park,1
Grevillea,Proteaceae,80,2008,Park,3
Harpephyllum,Anacardiaceae,80,2000,Park,1
Harpephyllum,Anacardiaceae,80,2007,Park,1
Hesperocyparis,Cupressaceae,10,1900,Park,1
Hesperocyparis,Cupressaceae,10,1998,Park,3
Hesperocyparis,Cupressaceae,20,1900,Park,3
Hesperocyparis,Cupressaceae,20,1998,Park,11
Hesperocyparis,Cupressaceae,30,1900,Park,3
Hesperocyparis,Cupressaceae,30,1998,Park,5
Hesperocyparis,Cupressaceae,30,1998,Street,1
Hesperocyparis,Cupressaceae,60,1900,Park,1
Hesperocyparis,Cupressaceae,80,2006,Park,1
Hymenosporum,Pittosporaceae,10,1900,Park,2
Hymenosporum,Pittosporaceae,10,1900,Street,1
Hymenosporum,Pittosporaceae,10,1999,Street,2
Hymenosporum,Pittosporaceae,10,2010,Street,1
Hymenosporum,Pittosporaceae,20,1900,Street,1
Hymenosporum,Pittosporaceae,20,1999,Street,2
Hymenosporum,Pittosporaceae,30,1900,Park,1
Hymenosporum,Pittosporaceae,30,1999,Street,1
Hymenosporum,Pittosporaceae,5,1999,Street,1
Hymenosporum,Pittosporaceae,5,2008,Park,2
Hymenosporum,Pittosporaceae,60,1900,Park,2
Hymenosporum,Pittosporaceae,60,2000,Street,2
Ilex,Aquifoliaceae,20,1900,Park,1
Ilex,Aquifoliaceae,30,1900,Park,1
Ilex,Aquifoliaceae,30,1998,Park,1
Jacaranda,Bignoniaceae,10,1998,Park,2
Jacaranda,Bignoniaceae,10,2008,Street,1
Jacaranda,Bignoniaceae,20,1900,Park,1
Jacaranda,Bignoniaceae,20,1998,Park,3
Jacaranda,Bignoniaceae,20,2000,Street,2
Jacaranda,Bignoniaceae,20,2006,Street,1
Jacaranda,Bignoniaceae,20,2008,Street,1
Jacaranda,Bignoniaceae,30,1900,Park,2
Jacaranda,Bignoniaceae,30,1997,Street,1
Jacaranda,Bignoniaceae,30,1998,Park,4
Jacaranda,Bignoniaceae,30,1998,Street,1
Jacaranda,Bignoniaceae,30,2000,Park,1
Jacaranda,Bignoniaceae,30,2000,Street,25
Jacaranda,Bignoniaceae,30,2008,Street,1
Jacaranda,Bignoniaceae,30,2009,Park,1
Jacaranda,Bignoniaceae,5,2000,Street,1
Jacaranda,Bignoniaceae,5,2006,Street,1
Jacaranda,Bignoniaceae,5,2010,Street,1
Jacaranda,Bignoniaceae,60,1900,Park,5
Jacaranda,Bignoniaceae,60,1900,Street,3
Jacaranda,Bignoniaceae,60,1997,Street,2
Jacaranda,Bignoniaceae,60,1998,Park,9
Jacaranda,Bignoniaceae,60,2000,Park,3
Jacaranda,Bignoniaceae,60,2000,Street,7
Jacaranda,Bignoniaceae,60,2007,Street,1
Jacaranda,Bignoniaceae,60,2008,Park,1
Jacaranda,Bignoniaceae,60,2008,Street,10
Jacaranda,Bignoniaceae,80,1900,Park,5
Jacaranda,Bignoniaceae,80,1900,Street,2
Jacaranda,Bignoniaceae,80,2000,Park,2
Jacaranda,Bignoniaceae,80,2006,Park,4
Jacaranda,Bignoniaceae,80,2007,Park,1
Jubaea,Arecaceae,60,1998,Park,1
Juniperus,Cupressaceae,30,1998,Park,1
Koelreuteria,Sapindaceae,60,1900,Park,1
Laburnum,Fabaceae,10,1900,Street,2
Laburnum,Fabaceae,20,1900,Street,1
Lagerstroemia,Lythraceae,30,1900,Park,1
Lagerstroemia,Lythraceae,30,1998,Park,1
Lagerstroemia,Lythraceae,30,2006,Park,1
Lagerstroemia,Lythraceae,60,1900,Park,3
Lagerstroemia,Lythraceae,60,2007,Park,3
Lagerstroemia,Lythraceae,60,2010,Park,2
Lagunaria,Malvaceae,20,1900,Park,2
Lagunaria,Malvaceae,20,1900,Street,1
Lagunaria,Malvaceae,20,1998,Park,2
Lagunaria,Malvaceae,30,1900,Park,16
Lagunaria,Malvaceae,30,1900,Street,10
Lagunaria,Malvaceae,30,1998,Park,7
Lagunaria,Malvaceae,60,1900,Park,5
Lagunaria,Malvaceae,60,1900,Street,11
Lagunaria,Malvaceae,60,1998,Park,1
